customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
385,,IT,2023-01-07,,50,FR763248610000000038501,Premium,Retired,25131,2024-03-15,Non-Resident,Salary,Online,FR,FR763248610000000038501,Premium,Retired,25131,2024-03-15,Non-Resident,Salary,Online,FR
386,,FR,2024-09-11,,35,FR761009910000000038601,Premium,Self-Employed,56505,2024-05-31,Resident,Salary,Branch,FR,FR761009910000000038601,Premium,Self-Employed,56505,2024-05-31,Resident,Salary,Branch,FR
387,,ES,2023-05-17,,58,FR763327810000000038701,Retail,Retired,104484,2024-10-14,Non-Resident,Savings,Online,ES,FR763327810000000038701,Retail,Retired,104484,2024-10-14,Non-Resident,Savings,Online,ES
388,,DE,2024-09-24,,10,FR763746310000000038801,Private,Salaried,72871,2024-10-24,Non-Resident,Savings,Branch,ES,FR763746310000000038801,Private,Salaried,72871,2024-10-24,Non-Resident,Savings,Branch,ES
389,,ES,2023-08-24,,13,FR761736810000000038901,Premium,Salaried,85388,2024-08-26,Non-Resident,Savings,Online,FR,FR761736810000000038901,Premium,Salaried,85388,2024-08-26,Non-Resident,Savings,Online,FR
390,,FR,2024-08-22,,32,FR762143910000000039001,Retail,Student,38905,2023-05-31,Resident,Salary,Branch,FR,FR762143910000000039001,Retail,Student,38905,2023-05-31,Resident,Salary,Branch,FR
391,,BE,2022-12-27,,38,FR766937510000000039101,Private,Self-Employed,22295,2023-09-10,Non-Resident,Business income,Online,GB,FR766937510000000039101,Private,Self-Employed,22295,2023-09-10,Non-Resident,Business income,Online,GB
392,,LU,2023-06-20,,61,FR768014310000000039201,Premium,Student,126179,2025-02-05,Non-Resident,Business income,Online,ES,FR768014310000000039201,Premium,Student,126179,2025-02-05,Non-Resident,Business income,Online,ES
393,,LU,2025-02-05,,53,FR762797710000000039301,Retail,Salaried,97162,2023-07-13,Non-Resident,Salary,Online,FR,FR762797710000000039301,Retail,Salaried,97162,2023-07-13,Non-Resident,Salary,Online,FR
394,,DE,2024-11-20,,41,FR763015710000000039401,Retail,Student,107918,2025-04-11,Non-Resident,Savings,Online,DE,FR763015710000000039401,Retail,Student,107918,2025-04-11,Non-Resident,Savings,Online,DE
395,,FR,2024-04-04,,80,FR766812810000000039501,Premium,Student,115786,2023-10-09,Resident,Salary,Branch,FR,FR766812810000000039501,Premium,Student,115786,2023-10-09,Resident,Salary,Branch,FR
396,,FR,2023-10-21,,58,FR761141110000000039601,Private,Salaried,41856,2023-05-24,Resident,Savings,Online,FR,FR761141110000000039601,Private,Salaried,41856,2023-05-24,Resident,Savings,Online,FR
397,,LU,2024-11-19,,74,FR761644810000000039701,Premium,Salaried,21097,2024-10-09,Non-Resident,Savings,Online,ES,FR761644810000000039701,Premium,Salaried,21097,2024-10-09,Non-Resident,Savings,Online,ES
398,,FR,2025-02-11,,94,FR767897110000000039801,Retail,Salaried,58934,2023-08-11,Resident,Salary,Branch,ES,FR767897110000000039801,Retail,Salaried,58934,2023-08-11,Resident,Salary,Branch,ES
399,,LU,2024-06-23,,44,FR761809410000000039901,Premium,Salaried,59213,2025-08-29,Non-Resident,Salary,Online,ES,FR761809410000000039901,Premium,Salaried,59213,2025-08-29,Non-Resident,Salary,Online,ES
400,,ES,2024-08-29,,35,FR761288010000000040001,Private,Retired,136813,2024-06-06,Non-Resident,Salary,Branch,DE,FR761288010000000040001,Private,Retired,136813,2024-06-06,Non-Resident,Salary,Branch,DE
401,,LU,2023-02-20,,72,FR767586510000000040101,Private,Self-Employed,121928,2024-11-12,Non-Resident,Business income,Branch,GB,FR767586510000000040101,Private,Self-Employed,121928,2024-11-12,Non-Resident,Business income,Branch,GB
402,,ES,2023-02-27,,96,FR769954010000000040201,Private,Retired,112286,2023-08-03,Non-Resident,Business income,Branch,FR,FR769954010000000040201,Private,Retired,112286,2023-08-03,Non-Resident,Business income,Branch,FR
403,,FR,2024-02-07,,54,FR765860910000000040301,Retail,Retired,71549,2024-10-01,Resident,Salary,Branch,GB,FR765860910000000040301,Retail,Retired,71549,2024-10-01,Resident,Salary,Branch,GB
404,,FR,2025-05-29,,77,FR761781010000000040401,Private,Student,78631,2025-05-28,Resident,Business income,Online,GB,FR761781010000000040401,Private,Student,78631,2025-05-28,Resident,Business income,Online,GB
405,,IT,2025-01-13,,42,FR764678510000000040501,Premium,Student,103052,2025-03-27,Non-Resident,Business income,Online,DE,FR764678510000000040501,Premium,Student,103052,2025-03-27,Non-Resident,Business income,Online,DE
406,,FR,2025-04-23,,34,FR766136810000000040601,Private,Student,24457,2024-08-10,Resident,Savings,Branch,FR,FR766136810000000040601,Private,Student,24457,2024-08-10,Resident,Savings,Branch,FR
407,,DE,2025-04-27,,38,FR769673510000000040701,Private,Self-Employed,62446,2025-02-13,Non-Resident,Savings,Online,GB,FR769673510000000040701,Private,Self-Employed,62446,2025-02-13,Non-Resident,Savings,Online,GB
408,,BE,2025-03-21,,97,FR763715510000000040801,Private,Student,43284,2025-05-07,Non-Resident,Business income,Online,DE,FR763715510000000040801,Private,Student,43284,2025-05-07,Non-Resident,Business income,Online,DE
409,,IT,2024-05-16,,9,FR769953810000000040901,Premium,Self-Employed,89152,2025-07-27,Non-Resident,Salary,Branch,ES,FR769953810000000040901,Premium,Self-Employed,89152,2025-07-27,Non-Resident,Salary,Branch,ES
410,,DE,2024-10-12,,16,FR761987310000000041001,Retail,Self-Employed,27601,2025-06-06,Non-Resident,Savings,Branch,FR,FR761987310000000041001,Retail,Self-Employed,27601,2025-06-06,Non-Resident,Savings,Branch,FR
411,,FR,2023-02-16,,27,FR768241710000000041101,Premium,Salaried,78516,2024-06-19,Resident,Savings,Online,ES,FR768241710000000041101,Premium,Salaried,78516,2024-06-19,Resident,Savings,Online,ES
412,,ES,2023-12-03,,84,FR769378810000000041201,Premium,Student,138004,2023-09-04,Non-Resident,Savings,Online,GB,FR769378810000000041201,Premium,Student,138004,2023-09-04,Non-Resident,Savings,Online,GB
413,,DE,2025-04-19,,85,FR768700110000000041301,Private,Retired,123108,2023-11-05,Non-Resident,Savings,Online,GB,FR768700110000000041301,Private,Retired,123108,2023-11-05,Non-Resident,Savings,Online,GB
414,,FR,2023-12-07,,2,FR768955910000000041401,Retail,Self-Employed,117528,2025-07-28,Resident,Savings,Branch,DE,FR768955910000000041401,Retail,Self-Employed,117528,2025-07-28,Resident,Savings,Branch,DE
415,,FR,2023-04-11,,47,FR767036510000000041501,Retail,Salaried,45454,2025-06-29,Resident,Savings,Branch,FR,FR767036510000000041501,Retail,Salaried,45454,2025-06-29,Resident,Savings,Branch,FR
416,,BE,2023-03-29,,97,FR761930310000000041601,Retail,Salaried,83352,2024-06-26,Non-Resident,Salary,Online,GB,FR761930310000000041601,Retail,Salaried,83352,2024-06-26,Non-Resident,Salary,Online,GB
417,,ES,2025-03-26,,0,FR765590110000000041701,Private,Self-Employed,31294,2025-02-21,Non-Resident,Salary,Online,DE,FR765590110000000041701,Private,Self-Employed,31294,2025-02-21,Non-Resident,Salary,Online,DE
418,,FR,2023-02-19,,98,FR762023310000000041801,Retail,Retired,52290,2024-05-23,Resident,Salary,Branch,ES,FR762023310000000041801,Retail,Retired,52290,2024-05-23,Resident,Salary,Branch,ES
419,,ES,2023-08-29,,3,FR762092210000000041901,Premium,Retired,118166,2024-06-16,Non-Resident,Savings,Branch,ES,FR762092210000000041901,Premium,Retired,118166,2024-06-16,Non-Resident,Savings,Branch,ES
420,,BE,2025-01-06,,22,FR766891510000000042001,Retail,Retired,105727,2024-12-11,Non-Resident,Salary,Branch,GB,FR766891510000000042001,Retail,Retired,105727,2024-12-11,Non-Resident,Salary,Branch,GB
421,,FR,2025-01-01,,80,FR769912110000000042101,Private,Salaried,58405,2023-12-27,Resident,Business income,Online,ES,FR769912110000000042101,Private,Salaried,58405,2023-12-27,Resident,Business income,Online,ES
422,,FR,2023-03-05,,22,FR768687310000000042201,Premium,Salaried,128262,2025-08-30,Resident,Salary,Online,DE,FR768687310000000042201,Premium,Salaried,128262,2025-08-30,Resident,Salary,Online,DE
423,,ES,2025-04-07,,13,FR765632910000000042301,Private,Self-Employed,53059,2024-12-21,Non-Resident,Business income,Online,FR,FR765632910000000042301,Private,Self-Employed,53059,2024-12-21,Non-Resident,Business income,Online,FR
424,,IT,2024-01-30,,70,FR762691610000000042401,Premium,Salaried,40713,2023-12-30,Non-Resident,Business income,Branch,ES,FR762691610000000042401,Premium,Salaried,40713,2023-12-30,Non-Resident,Business income,Branch,ES
425,,FR,2025-02-05,,40,FR761722010000000042501,Premium,Retired,54525,2025-01-01,Resident,Savings,Branch,DE,FR761722010000000042501,Premium,Retired,54525,2025-01-01,Resident,Savings,Branch,DE
426,,FR,2024-01-31,,68,FR768472310000000042601,Private,Self-Employed,44492,2023-04-19,Resident,Savings,Branch,DE,FR768472310000000042601,Private,Self-Employed,44492,2023-04-19,Resident,Savings,Branch,DE
427,,FR,2025-01-27,,51,FR765043110000000042701,Premium,Student,29228,2023-06-20,Resident,Savings,Branch,DE,FR765043110000000042701,Premium,Student,29228,2023-06-20,Resident,Savings,Branch,DE
428,,BE,2025-03-29,,97,FR767489310000000042801,Private,Student,118939,2023-05-14,Non-Resident,Business income,Branch,DE,FR767489310000000042801,Private,Student,118939,2023-05-14,Non-Resident,Business income,Branch,DE
429,,ES,2024-07-22,,15,FR763763910000000042901,Premium,Retired,74889,2023-11-10,Non-Resident,Business income,Branch,FR,FR763763910000000042901,Premium,Retired,74889,2023-11-10,Non-Resident,Business income,Branch,FR
430,,LU,2025-01-01,,63,FR762133710000000043001,Retail,Retired,93191,2023-07-26,Non-Resident,Business income,Online,ES,FR762133710000000043001,Retail,Retired,93191,2023-07-26,Non-Resident,Business income,Online,ES
431,,FR,2023-09-25,,98,FR768085910000000043101,Retail,Student,107353,2023-09-07,Resident,Salary,Online,DE,FR768085910000000043101,Retail,Student,107353,2023-09-07,Resident,Salary,Online,DE
432,,FR,2025-08-07,,39,FR764131110000000043201,Retail,Student,94846,2024-05-04,Resident,Salary,Branch,ES,FR764131110000000043201,Retail,Student,94846,2024-05-04,Resident,Salary,Branch,ES
433,,FR,2023-08-18,,88,FR767600010000000043301,Retail,Retired,97456,2023-09-28,Resident,Business income,Online,DE,FR767600010000000043301,Retail,Retired,97456,2023-09-28,Resident,Business income,Online,DE
434,,FR,2025-05-31,,22,FR766226410000000043401,Premium,Student,66284,2023-08-03,Resident,Business income,Online,ES,FR766226410000000043401,Premium,Student,66284,2023-08-03,Resident,Business income,Online,ES
435,,FR,2023-06-12,,31,FR761647610000000043501,Retail,Retired,39004,2025-02-07,Resident,Savings,Branch,ES,FR761647610000000043501,Retail,Retired,39004,2025-02-07,Resident,Savings,Branch,ES
436,,DE,2025-02-17,,72,FR764827510000000043601,Premium,Retired,133865,2024-05-02,Non-Resident,Salary,Online,ES,FR764827510000000043601,Premium,Retired,133865,2024-05-02,Non-Resident,Salary,Online,ES
437,,LU,2024-04-27,,40,FR762675510000000043701,Retail,Retired,83470,2023-04-12,Non-Resident,Business income,Branch,ES,FR762675510000000043701,Retail,Retired,83470,2023-04-12,Non-Resident,Business income,Branch,ES
438,,FR,2023-08-29,,92,FR769586210000000043801,Private,Self-Employed,100398,2023-09-17,Resident,Salary,Online,DE,FR769586210000000043801,Private,Self-Employed,100398,2023-09-17,Resident,Salary,Online,DE
439,,BE,2023-10-10,,11,FR762137210000000043901,Private,Student,110993,2023-12-15,Non-Resident,Savings,Branch,ES,FR762137210000000043901,Private,Student,110993,2023-12-15,Non-Resident,Savings,Branch,ES
440,,ES,2023-11-05,,61,FR765326410000000044001,Retail,Retired,78502,2024-07-29,Non-Resident,Business income,Online,GB,FR765326410000000044001,Retail,Retired,78502,2024-07-29,Non-Resident,Business income,Online,GB
441,,DE,2024-05-22,,57,FR763539810000000044101,Premium,Salaried,134620,2023-09-22,Non-Resident,Salary,Branch,ES,FR763539810000000044101,Premium,Salaried,134620,2023-09-22,Non-Resident,Salary,Branch,ES
442,,DE,2024-11-18,,21,FR763873810000000044201,Private,Retired,135034,2023-09-28,Non-Resident,Salary,Branch,ES,FR763873810000000044201,Private,Retired,135034,2023-09-28,Non-Resident,Salary,Branch,ES
443,,ES,2024-12-14,,82,FR767045010000000044301,Private,Student,138530,2024-07-17,Non-Resident,Savings,Online,FR,FR767045010000000044301,Private,Student,138530,2024-07-17,Non-Resident,Savings,Online,FR
444,,BE,2024-12-03,,23,FR761403910000000044401,Premium,Retired,40242,2023-06-23,Non-Resident,Savings,Online,FR,FR761403910000000044401,Premium,Retired,40242,2023-06-23,Non-Resident,Savings,Online,FR
445,,FR,2024-08-16,,59,FR764868310000000044501,Private,Salaried,71073,2024-10-20,Resident,Business income,Branch,ES,FR764868310000000044501,Private,Salaried,71073,2024-10-20,Resident,Business income,Branch,ES
446,,LU,2024-01-21,,70,FR769175510000000044601,Private,Retired,30204,2023-10-23,Non-Resident,Business income,Online,GB,FR769175510000000044601,Private,Retired,30204,2023-10-23,Non-Resident,Business income,Online,GB
447,,DE,2023-12-03,,69,FR765561610000000044701,Premium,Retired,93182,2025-01-31,Non-Resident,Salary,Branch,FR,FR765561610000000044701,Premium,Retired,93182,2025-01-31,Non-Resident,Salary,Branch,FR
448,,LU,2023-08-11,,50,FR764228410000000044801,Private,Student,135766,2024-08-18,Non-Resident,Savings,Online,GB,FR764228410000000044801,Private,Student,135766,2024-08-18,Non-Resident,Savings,Online,GB
449,,FR,2024-03-31,,87,FR766827910000000044901,Private,Self-Employed,47583,2025-03-27,Resident,Business income,Branch,ES,FR766827910000000044901,Private,Self-Employed,47583,2025-03-27,Resident,Business income,Branch,ES
450,,BE,2024-10-02,,28,FR765715110000000045001,Retail,Student,20333,2024-06-02,Non-Resident,Salary,Online,ES,FR765715110000000045001,Retail,Student,20333,2024-06-02,Non-Resident,Salary,Online,ES
451,,DE,2025-06-12,,76,FR764558310000000045101,Premium,Student,42354,2023-08-07,Non-Resident,Savings,Branch,ES,FR764558310000000045101,Premium,Student,42354,2023-08-07,Non-Resident,Savings,Branch,ES
452,,LU,2025-03-06,,52,FR769206110000000045201,Private,Salaried,38275,2025-02-08,Non-Resident,Savings,Online,GB,FR769206110000000045201,Private,Salaried,38275,2025-02-08,Non-Resident,Savings,Online,GB
453,,ES,2024-01-08,,71,FR767650510000000045301,Private,Student,128508,2023-11-25,Non-Resident,Savings,Branch,FR,FR767650510000000045301,Private,Student,128508,2023-11-25,Non-Resident,Savings,Branch,FR
454,,LU,2024-07-30,,72,FR763534710000000045401,Premium,Student,104420,2023-07-29,Non-Resident,Business income,Online,DE,FR763534710000000045401,Premium,Student,104420,2023-07-29,Non-Resident,Business income,Online,DE
455,,BE,2023-08-31,,96,FR764309010000000045501,Private,Salaried,71621,2025-01-05,Non-Resident,Salary,Online,ES,FR764309010000000045501,Private,Salaried,71621,2025-01-05,Non-Resident,Salary,Online,ES
456,,DE,2025-05-30,,93,FR766027110000000045601,Private,Self-Employed,79318,2024-03-04,Non-Resident,Business income,Branch,FR,FR766027110000000045601,Private,Self-Employed,79318,2024-03-04,Non-Resident,Business income,Branch,FR
457,,FR,2024-04-26,,36,FR767488910000000045701,Premium,Salaried,29435,2024-01-19,Resident,Savings,Branch,GB,FR767488910000000045701,Premium,Salaried,29435,2024-01-19,Resident,Savings,Branch,GB
458,,BE,2024-12-21,,18,FR765772610000000045801,Premium,Student,44905,2023-10-09,Non-Resident,Business income,Branch,FR,FR765772610000000045801,Premium,Student,44905,2023-10-09,Non-Resident,Business income,Branch,FR
459,,FR,2023-09-27,,53,FR763500810000000045901,Retail,Self-Employed,40712,2024-08-12,Resident,Savings,Branch,GB,FR763500810000000045901,Retail,Self-Employed,40712,2024-08-12,Resident,Savings,Branch,GB
460,,FR,2023-11-17,,72,FR761268910000000046001,Premium,Retired,121807,2024-09-14,Resident,Savings,Branch,ES,FR761268910000000046001,Premium,Retired,121807,2024-09-14,Resident,Savings,Branch,ES
461,,FR,2023-12-07,,64,FR763894810000000046101,Premium,Self-Employed,136540,2024-05-10,Resident,Salary,Online,FR,FR763894810000000046101,Premium,Self-Employed,136540,2024-05-10,Resident,Salary,Online,FR
462,,FR,2023-05-15,,59,FR761308810000000046201,Private,Salaried,135583,2023-08-04,Resident,Business income,Online,FR,FR761308810000000046201,Private,Salaried,135583,2023-08-04,Resident,Business income,Online,FR
463,,ES,2023-07-14,,83,FR767065310000000046301,Retail,Student,90795,2024-09-14,Non-Resident,Savings,Branch,ES,FR767065310000000046301,Retail,Student,90795,2024-09-14,Non-Resident,Savings,Branch,ES
464,,FR,2025-05-08,,57,FR762615310000000046401,Premium,Retired,76711,2023-04-28,Resident,Salary,Online,FR,FR762615310000000046401,Premium,Retired,76711,2023-04-28,Resident,Salary,Online,FR
465,,ES,2024-01-25,,73,FR765517710000000046501,Premium,Student,94326,2025-07-03,Non-Resident,Savings,Branch,FR,FR765517710000000046501,Premium,Student,94326,2025-07-03,Non-Resident,Savings,Branch,FR
466,,FR,2024-04-15,,40,FR767581810000000046601,Retail,Student,132937,2023-04-12,Resident,Salary,Branch,ES,FR767581810000000046601,Retail,Student,132937,2023-04-12,Resident,Salary,Branch,ES
467,,IT,2025-06-15,,21,FR761297710000000046701,Private,Retired,117109,2024-10-17,Non-Resident,Savings,Branch,GB,FR761297710000000046701,Private,Retired,117109,2024-10-17,Non-Resident,Savings,Branch,GB
468,,LU,2025-01-02,,4,FR767914610000000046801,Premium,Salaried,109320,2024-10-07,Non-Resident,Salary,Online,FR,FR767914610000000046801,Premium,Salaried,109320,2024-10-07,Non-Resident,Salary,Online,FR
469,,BE,2024-03-10,,17,FR765503910000000046901,Premium,Salaried,34311,2025-08-08,Non-Resident,Business income,Online,FR,FR765503910000000046901,Premium,Salaried,34311,2025-08-08,Non-Resident,Business income,Online,FR
470,,BE,2024-04-19,,11,FR762814610000000047001,Private,Retired,56871,2023-07-30,Non-Resident,Business income,Branch,GB,FR762814610000000047001,Private,Retired,56871,2023-07-30,Non-Resident,Business income,Branch,GB
471,,LU,2023-06-12,,29,FR769405610000000047101,Private,Self-Employed,90642,2023-06-23,Non-Resident,Salary,Branch,FR,FR769405610000000047101,Private,Self-Employed,90642,2023-06-23,Non-Resident,Salary,Branch,FR
472,,BE,2025-03-01,,54,FR763722610000000047201,Retail,Student,132981,2024-06-19,Non-Resident,Salary,Branch,DE,FR763722610000000047201,Retail,Student,132981,2024-06-19,Non-Resident,Salary,Branch,DE
473,,ES,2024-06-03,,69,FR767663110000000047301,Retail,Self-Employed,50889,2024-07-01,Non-Resident,Savings,Online,DE,FR767663110000000047301,Retail,Self-Employed,50889,2024-07-01,Non-Resident,Savings,Online,DE
474,,BE,2024-05-02,,80,FR768890910000000047401,Retail,Self-Employed,61206,2025-02-28,Non-Resident,Savings,Online,FR,FR768890910000000047401,Retail,Self-Employed,61206,2025-02-28,Non-Resident,Savings,Online,FR
475,,FR,2022-12-31,,86,FR763748010000000047501,Premium,Student,79661,2023-09-25,Resident,Savings,Branch,DE,FR763748010000000047501,Premium,Student,79661,2023-09-25,Resident,Savings,Branch,DE
